PUBMED_ID,Abstract,Keyword
31125113,"Free thiol groups of intra and extracellular molecules are considered to be antioxidative and to protect cells from damage caused by free radicals. However, the associations of serum total thiol levels (TTL) with the incidences of the four most frequent cancer sites have not yet been investigated in a large population-based, prospective study. TTL was measured in case-cohort design in a sample from the population-based, Norwegian Troms\u00f8 3 study (cancer cases: n = 941; random subcohort: n = 1,000) and was repeatedly measured at Troms\u00f8 5. Hazard ratios (HRs) and 95% confidence intervals (95% CIs) were estimated by weighted multivariable-adjusted Cox regression with time-dependent modeling of TTL for incident lung, colorectal, breast and prostate cancer. High serum TTL were associated with a reduced risk of all four major cancers. The associations with lung (top vs. bottom tertile: HR, 0.64; 95% CI, 0.41, 0.99) and breast cancer (top vs. bottom tertile: HR, 0.64; 95% CI, 0.42, 0.96) were statistically significant, whereas associations with colorectal (top vs. bottom tertile: HR, 0.79; 95% CI, 0.54, 1.16) and prostate cancer (top vs. bottom tertile: HR, 0.79; 95% CI, 0.53, 1.17) were not statistically significant but pointed in the same protective direction. These findings from a large, prospective Norwegian cohort study suggest a preventive role of thiols against the development of the four most frequent cancers. Whereas associations with breast and lung cancer could be shown with statistical significance, larger studies are needed to corroborate potential associations of TTL with colorectal and prostate cancer.",Cancer
31913499,"Fear of cancer recurrence (FCR) has been associated with cancer screening behaviors among cancer survivors, but to the authors' knowledge, the question of whether the same is true for caregivers is unknown. The current study investigated the extent to which FCR among caregivers predicted their cancer screening behaviors years after their relatives' cancer diagnosis."", ""A total of 813 caregivers (67% of whom were female, mean age of 56\u00a0years, and 92% non-Hispanic white) completed surveys 2\u00a0years (T1) and 8\u00a0years (T2) after their patients' cancer diagnosis. FCR, anxiety (Profile of Mood States-Short Form [POMS-SF]), and general mental health (Medical Outcomes Study 36-Item Short-Form Health Survey [MOS SF-36]) were reported at T1; caregivers' engagement in screening for colorectal, breast, and prostate cancers because of the patients' diagnoses were reported at T2."", ""Caregivers were found to engage in cancer screening at rates similar to those of the national average. Controlling for covariates, hierarchical logistic regression modeling for each type of cancer screening demonstrated that greater FCR was linearly related to a higher likelihood of undergoing colorectal cancer screening (odds ratio [OR], 1.15) and maintaining prostate cancer screening (OR, 1.34), but a lower likelihood of maintaining breast cancer screening in an age-appropriate manner (OR, 0.27). Examining curvilinear effects demonstrated that moderate levels of FCR were associated with a higher likelihood of maintaining age-appropriate colorectal cancer screening (OR, 1.48)."", ""The overall FCR among caregivers uniquely promotes their engagement in cancer screening behaviors. The role of caregivers' FCR in other types of cancer preventive behaviors and ways to channel FCR concerns into promoting healthy lifestyle behaviors should be investigated.",Cancer
32309911,"As demand for germline genetic testing for cancer patients increases, novel methods of genetic counseling are required. One such method is the mainstream consent pathway, whereby a member of the oncology team (rather than a genetic specialist) is responsible for counseling, consenting, and arranging genetic testing for cancer patients. We systematically reviewed the literature for evidence evaluating mainstream pathways for patients with breast, ovarian, colorectal, and prostate cancer. Medline, EMBASE, and Cochrane Library were searched for studies that met inclusion and exclusion criteria. Article references were checked for additional studies. Trial databases were searched for ongoing studies. Of the 13 papers that met inclusion criteria, 11 individual study groups were identified (two study groups had two publications each). Ten of the 11 studies evaluated the acceptability, feasibility, and impact of BRCA testing for patients and/or clinicians in different clinical settings in breast and ovarian cancer, while the final study explored the attitudes of colorectal specialists toward genetic testing for colorectal cancer. None involved prostate cancer. Overall, mainstream pathways were acceptable and feasible. Medical oncologist- and nurse-driven pathways were particularly successful, with both patients and clinicians satisfied with this process. Although the content of pretest counseling was less consistent compared with counseling via the traditional model, patients were largely satisfied with the education they received. Further research is required to evaluate the mainstream pathway for men with prostate cancer.",Cancer
28530852,"Purpose Childhood cancer survivors (CCSs) are at increased risk for subsequent malignant neoplasms (SMNs). We evaluated the long-term risk of SMNs in a well-characterized cohort of 5-year CCSs, with a particular focus on individual chemotherapeutic agents and solid cancer risk. Methods The Dutch Childhood Cancer Oncology Group-Long-Term Effects After Childhood Cancer cohort includes 6,165 5-year CCSs diagnosed between 1963 and 2001 in the Netherlands. SMNs were identified by linkages with the Netherlands Cancer Registry, the Dutch Pathology Registry, and medical chart review. We calculated standardized incidence ratios, excess absolute risks, and cumulative incidences. Multivariable Cox proportional hazard regression analyses were used to evaluate treatment-associated risks for breast cancer, sarcoma, and all solid cancers. Results After a median follow-up of 20.7 years (range, 5.0 to 49.8 years) since first diagnosis, 291 SMNs were ascertained in 261 CCSs (standardized incidence ratio, 5.2; 95% CI, 4.6 to 5.8; excess absolute risk, 20.3/10,000 person-years). Cumulative SMN incidence at 25 years after first diagnosis was 3.9% (95% CI, 3.4% to 4.6%) and did not change noticeably among CCSs treated in the 1990s compared with those treated earlier. We found dose-dependent doxorubicin-related increased risks of all solid cancers ( P<sub>trend</sub> < .001) and breast cancer ( P<sub>trend</sub> < .001). The doxorubicin-breast cancer dose response was stronger in survivors of Li-Fraumeni syndrome-associated childhood cancers (leukemia, CNS, and non-Ewing sarcoma) versus survivors of other cancers ( P<sub>difference</sub> = .008). In addition, cyclophosphamide was found to increase sarcoma risk in a dose-dependent manner ( P<sub>trend</sub> = .01). Conclusion The results strongly suggest that doxorubicin exposure in CCSs increases the risk of subsequent solid cancers and breast cancer, whereas cyclophosphamide exposure increases the risk of subsequent sarcomas. These results may inform future childhood cancer treatment protocols and SMN surveillance guidelines for CCSs.",Cancer
28283864,"Lower gastrointestinal (GI) neuroendocrine neoplasms (NENs) of the colon and rectum are uncommon and not traditionally associated with hereditary GI cancer syndromes. However, with widespread implementation of colorectal cancer screening programs, lower GI NENs are being identified with increasing frequency. We report the first case series of six patients with lower GI NENs who were diagnosed with hereditary GI cancer syndromes by germline testing. Two patients presented with poorly differentiated rectal neuroendocrine carcinoma (NECs) with colonic polyposis and were found to have Familial Adenomatous Polyposis and MYH-Associated Polyposis, respectively. Three patients with colorectal NENs (one well differentiated neuroendocrine tumor, NET, and two NECs), all of which displayed abnormal immunohistochemistry for mismatch repair proteins, were diagnosed with Lynch syndrome. One patient with a goblet cell carcinoid was diagnosed with CHEK2 mutations. All patients met genetic testing guidelines and the diagnosis was made utilizing next generation sequencing gene panel tests. Lower GI NETs should therefore be considered a potential hereditary GI cancer syndrome-associated malignancy in patients who otherwise meet criteria for genetic evaluation.",Cancer
31524958,"Sleep problems affect physical and emotional well-being as well as immune system function. Evidence has demonstrated an improvement in sleep problems in patients with cancer through the use of mind-body medicine (MBM). In the current study, the authors sought to elucidate the prevalence of sleep problems and the use of MBM in adult cancer survivors."", ""The authors analyzed data from the 2017 US National Health Interview Survey (NHIS) to estimate the prevalence of sleep problems and use of MBM in adult cancer survivors using means, standard deviations, weighted frequencies, and distributions. Backward stepwise multiple logistic regression analyses were used to identify independent predictors of MBM use within the past 12\u00a0months: age, sex, ethnicity, region, educational level, employment, and time since cancer diagnosis."", ""A weighted total of 13,750,028 cancer survivors (59.2%) reported sleep problems. For the most part, survivors with sleep problems were aged \u226540\u00a0years, female, and non-Hispanic white. More survivors with (weighted N\u00a0=\u00a03,794,493; 27.6%) compared with without (weighted N\u00a0=\u00a01,695,435; 17.9%) sleep problems used MBM. Among cancer survivors with sleep problems, the most commonly used mind-body practice was spiritual meditation (weighted N\u00a0=\u00a01,972,578; 14.3%), followed by yoga (weighted N\u00a0=\u00a01,695,553; 17.9%). The use of MBM was independently predicted by being female, living in the western United States, having a higher educational level, and being employed."", ""The high prevalence of sleep problems in cancer survivors is a major health issue that needs to be addressed. A considerable number of cancer survivors with sleep problems use MBM. This finding warrants the investigation of MBM concepts as treatment options for cancer survivors experiencing sleep problems.",Cancer
32697342,"Because of the global spread of coronavirus disease 2019 (COVID-19), oncology departments across the world have rapidly adapted their cancer care protocols to balance the risk of delaying cancer treatments and the risk of COVID-19 exposure. COVID-19 and associated changes may have an impact on the psychosocial functioning of patients with cancer and survivors. This study was designed to determine the impact of the COVID-19 pandemic on young people living with and beyond cancer."", ""In this cross-sectional study, 177 individuals, aged 18 to 39 years, were surveyed about the impact of COVID-19 on their cancer care and psychological well-being. Participants also reported their information needs with respect to COVID-19. Responses were summarized with a content analysis approach."", ""This was the first study to examine the psychological functioning of young patients and survivors during the first weeks of the COVID-19 pandemic. A third of the respondents reported increased levels of psychological distress, and as many as 60% reported feeling more anxious than they did before COVID-19. More than half also wanted more information tailored to them as young patients with cancer."", ""The COVID-19 pandemic is rapidly evolving and changing the landscape of cancer care. Young people living with cancer are a unique population and might be more vulnerable during this time in comparison with their healthy peers. There is a need to screen for psychological distress and attend to young people whose cancer care has been delayed. As the lockdown begins to ease, the guidelines about cancer care should be updated according to this population's needs.",Cancer
25344310,"Growth hormone deficiency (GHD) is the most common endocrine late effect observed in childhood cancer survivors (CCS) previously submitted to cranial irradiation. Radiation therapy can also increase the risk of second neoplasms (SNs). Since in previous studies GH replacement therapy was associated with increased incidence of neoplasia, we explored the association between SNs and GH replacement therapy in a cohort of CCS with GHD."", ""Within the clinical cohort of CCS referred to the Transition Unit for Childhood Cancer Survivors of Turin between November 2001 and December 2012, we considered all patients who developed GHD as a consequence of cancer therapies. GHD was always diagnosed in childhood. To evaluate the quality of data, our cohort was linked to the Childhood Cancer Registry of Piedmont."", ""GHD was diagnosed in 49 out of 310 CCS included in our clinical cohort. At least one SN was diagnosed in 14 patients, meningioma and basal cell carcinoma being the most common SNs. The cumulative incidence of SNs was similar in GH-treated and -untreated patients (8 SNs out of 26 GH-treated and 6 out of 23 GH-untreated patients; p\u00a0=\u00a00.331). Age, sex and paediatric cancer type had no impact on SNs development."", ""In our CCS, GH replacement therapy does not seem to increase the risk of SNs. Anyway, independently from replacement therapy, in these patients we observed an elevated risk of SNs, possibly related to previous radiation therapy, which suggests the need of a close long-term follow-up.",Cancer
31481499,"Epstein-Barr virus (EBV) is a complex oncogenic symbiont. The molecular mechanisms governing EBV carcinogenesis remain elusive and the functional interactions between virus and host cells are incompletely defined. Here we present a comprehensive map of the host cell-pathogen interactome in EBV-associated cancers. We systematically analyzed RNA sequencing from >1,000 patients with 15 different cancer types, comparing virus and host factors of EBV<sup>+</sup> to EBV<sup>-</sup> tissues. EBV preferentially integrated at highly accessible regions of the cancer genome, with significant enrichment in super-enhancer architecture. Twelve EBV transcripts, including LMP1 and LMP2, correlated inversely with EBV reactivation signature. Overexpression of these genes significantly suppressed viral reactivation, consistent with a \""virostatic\"" function. In cancer samples, hundreds of novel frequent missense and nonsense variations in virostatic genes were identified, and variant genes failed to regulate their viral and cellular targets in cancer. For example, one-third of patients with EBV<sup>+</sup> NK/T-cell lymphoma carried two novel nonsense variants (Q322X, G342X) of <i>LMP1</i> and both variant proteins failed to restrict viral reactivation, confirming loss of virostatic function. Host cell transcriptional changes in response to EBV infection classified tumors into two molecular subtypes based on patterns of IFN signature genes and immune checkpoint markers, such as PD-L1 and IDO1. Overall, these findings uncover novel points of interaction between a common oncovirus and the human genome and identify novel regulatory nodes and druggable targets for individualized EBV and cancer-specific therapies. SIGNIFICANCE: This study provides a comprehensive map of the host cell-pathogen interactome in EBV<sup>+</sup> malignancies.<i>See related commentary by Mbulaiteye and Prokunina-Olsson, p. 5917</i>.",Cancer
32970346,"The US cancer cooperative groups (cooperative groups) were founded in the 1950s to establish a standing infrastructure to conduct multi-institutional cancer clinical trials. Initially funded almost entirely by the US National Cancer Institute (NCI), over the years, the research conducted by the Cooperative Groups has evolved to meet the demands of cancer clinical research, with a scope now encompassing trials to advance cancer treatment, cancer control, biomarker development and validation, and health services research, with a corresponding broadening of their funding sources. The cooperative groups are also a critical mechanism for educating the next generation of cancer clinical trialists from many different disciplines. This review outlines the overall mission, structure, and funding of the cooperative groups, beginning in 1955 when they were first established by the NCI, and describes the considerable progress against cancer achieved over the past decade.",Cancer
33784177,"The coronavirus-induced pandemic has put great pressure on health systems worldwide. Nonemergency health services, such as cancer screening, have been scaled down or withheld as a result of travel restrictions and resources being redirected to manage the pandemic. The present article discusses the challenges to cancer screening implementation in the pandemic environment, suggesting ways to optimize services for breast, cervical, and colorectal cancer screening."", ""The manuscript was drafted by a team of public health specialists with expertise in implementation and monitoring of cancer screening. A scoping review of literature revealed the lack of comprehensive guidance on continuation of cancer screening in the midst of waxing and waning of infection. The recommendations in the present article were based on the advisories issued by different health agencies and professional bodies and the authors' understanding of the best practices to maintain quality-assured cancer screening."", ""A well-coordinated approach is required to ensure that essential health services such as cancer management are maintained and elective services are not threatened, especially because of resource constraints. In the context of cancer screening, a few changes in invitation strategies, screening and management protocols and program governance need to be considered to fit into the new normal situation. Restoring public trust in providing efficient and safe services should be one of the key mandates for screening program reorganization. This may be a good opportunity to introduce innovations (eg, telehealth) and consider de-implementing non-evidence-based practices. It is necessary to consider increased spending on primary health care and incorporating screening services in basic health package."", ""The article provides guidance on reorganization of screening policies, governance, implementation, and program monitoring.",Cancer
31287559,"Cancer contributes substantially to the life expectancy gap between US blacks and whites, and racial cancer disparities remain stubborn to eradicate. Disparities vary geographically, suggesting that they are not inevitable."", ""The authors examined the relationship between housing discrimination and the size of cancer disparities across large US metropolitan statistical areas (MSAs). MSA-level cancer disparities were measured using data from the US Centers for Disease Control and Prevention. Mortgage discrimination for each MSA was estimated using the Home Mortgage Disclosure Act database, and MSA racial segregation was determined using US Census data. Patterns of housing discrimination and cancer disparities were mapped, and the associations between these place-based factors and cancer disparities across MSAs were measured."", ""Black-to-white cancer mortality disparities (rate ratios) varied geographically, ranging from 1.50 to 0.86; 88% of mortality ratios were >1, indicating higher mortality for blacks. In areas with greater mortgage discrimination, the gap between black and white cancer mortality rates was larger (correlation coefficient [r]\u00a0=\u00a00.32; P\u00a0=\u00a0.001). This relationship persisted in sex-specific analyses (males, r\u00a0=\u00a00.37; P\u00a0<\u00a0.001; females, r\u00a0=\u00a00.23; P\u00a0=\u00a0.02) and in models controlling for confounders. In contrast, segregation was inconsistently associated with disparities. Adjusting for incidence disparities attenuated, but did not eliminate, the correlation between mortgage discrimination and mortality disparities (r\u00a0=\u00a00.22-0.24), suggesting that cancer incidence and survival each account for part of the mortality disparity."", ""Mortgage discrimination is associated with larger black-to-white cancer mortality disparities. Some areas are exceptions to this trend. Examination of these exceptions and of policies related to housing discrimination may offer novel strategies for explaining and eliminating cancer disparities.",Cancer
31750934,"Increasingly, patients with breast cancer undergo bilateral mastectomy (BLM). To the authors' knowledge, the magnitude of benefit is unknown."", ""The authors used data from the Surveillance, Epidemiology, and End Results (SEER) program regarding all women diagnosed with American Joint Committee on Cancer stage 0 to stage III unilateral breast cancer in California from 1998 through 2015 and treated with BLM versus breast-conserving therapy including surgery and radiotherapy (BCT) or unilateral mastectomy (ULM). The authors measured relative risks of second contralateral breast cancer (CBC) and breast cancer death using Fine and Gray multivariable regression modeling adjusted for the competing risk of death and death from another cause, respectively, and potential confounding factors. Absolute excess risk of CBC was measured as the observed minus expected number of breast cancers in the general population divided by 10,000 person-years at risk."", ""Among 245,418 patients with a median follow-up of 6.7\u00a0years, 7784 patients (3.2%) developed CBC. Relative risks were lower after BLM (hazard ratio [HR], 0.10; 95% CI, 0.07-0.14) and higher after ULM (HR, 1.07; 95% CI, 1.02-1.13) versus BCT. Absolute excess risks were higher after BCT and ULM (5.0 and 13.6 more cases, respectively) compared with BLM (28.6 fewer cases). BLM reduced risk more among older women (38.0 fewer cases for women aged \u226550\u00a0years vs 17.9 fewer cases among women aged <50\u00a0years) but provided similar risk reduction across categories of tumor grade and tumor hormone receptor status. Compared with BCT, the risk of breast cancer death was equivalent after BLM (HR, 1.03; 95% CI, 0.96-1.11) and higher after ULM (HR, 1.21; 95% CI, 1.17-1.25)."", ""BLM may reduce second breast cancer risk by 34 to 43 cases per 10,000 person-years compared with other surgical procedures, but is not associated with a lower risk of death. Second breast cancers are rare, and their reduction should be weighed against the harms associated with BLM.",Cancer
31821552,"Effective communication is challenging in childhood cancer, where\u00a0decisions carry unpredictable and life-threatening implications. We aimed to describe patients' experiences of communicating with clinicians during treatment of childhood cancer. A systematic review of qualitative studies to April 2019 was performed. Eligible studies included patients diagnosed with cancer at age\u00a0\u2264\u00a018\u00a0years and reported their perspectives of communicating with clinicians during treatment of childhood cancer. Data were extracted from primary studies for thematic synthesis. From 101 articles across 25 countries involving 1870 participants who were diagnosed with cancer between ages 3 to 18\u00a0years, we identified 6 themes: 1) rendered invisible and powerless (displaced and undermined by adult authority; betrayed and distrustful; feeling neglected; helpless and intimidated; disempowered by lack of information); 2) fear and worry for the future (paralyzed by devastating news; uncertainty, anticipation, and dread; broaching intimate and private topics); 3) burdened with responsibility (pressured and unprepared; balancing external expectations; protecting hope); 4) therapeutic patient-provider relationships (emotional support and encouragement; validated personhood and companionship); 5) safety in trust (truthfulness and transparency; prepared by awareness and understanding; reassured by reliable expertise; depending on adults for protection and difficult decisions; security in expressing opinions and needs); and 6) empowerment and assertive agency (right to individual knowledge and choice; control over own life; partnership and respect; enhancing capacity for self-management). During treatment of childhood cancer, patients gain a sense of respect, safety, and control when they feel clinicians address their information and developmental needs. However, communication that is perceived to be parent-centered can be disempowering. Promoting child agency and partnership may improve care and outcomes for children with cancer.",Cancer
31626337,"Optimal risk-based survivor health care includes surveillance for late effects and education targeted at reducing or preventing risky health behaviors. Understanding the reasons for a lack of risk-based follow-up care is essential."", ""Adult participants from the Childhood Cancer Survivor Study were surveyed about having a cancer-related visit in the past 2\u00a0years and the likelihood of having a cancer-related visit in the future. Additional factors thought to be related to the primary outcomes were also assessed."", ""Nine hundred seventy-five survivors completed the survey. Twenty-seven percent (95% confidence interval [CI], 24%-30%) had a cancer-related medical visit in the previous 2\u00a0years, and 41% (95% CI, 38%-44%) planned to have such a visit within the next 2\u00a0years. The likelihood of having had a cancer-related visit within the last 2\u00a0years was higher among survivors assigning greater importance to these visits (relative risk [RR], 1.2; 95% CI, 1.1-1.3), perceiving greater susceptibility to health problems (RR, 1.2; 95% CI, 1.1-1.3), having a moderate to life-threatening chronic health problem related to their cancer (RR, 2.1; 95% CI, 1.7-2.7), seeing a primary care provider for a cancer-related problem (RR, 1.3; 95% CI, 1.0-1.6), having a cancer treatment summary (RR, 1.3; 95% CI, 1.0-1.6), and endorsing greater confidence in physicians' abilities to address questions and concerns (RR, 1.2; 95% CI, 1.0-1.3)."", ""Educational interventions improving awareness of treatment history and susceptibility to cancer-related late effects and corresponding risk-based care are likely to be beneficial for survivors of childhood cancers.",Cancer
32892304,"A quality of life assessment is useful in identifying a specific health impact on patients who are suffering from various medical conditions. This study estimated the quality of life among patients with cancers of the lungs, breast, colorectum, oesophagus, liver, and stomach in urban China and evaluates the associated factors."", ""This study employed a random cluster sampling strategy to recruit patients with lung, breast, colorectal, oesophageal, liver, or stomach cancer from eleven third-grade class-A (the highest level) hospitals in Beijing between October 2013 and May 2014. We performed a quality of life survey that included solicitation of sociodemographic and clinical information and the use of a EuroQoL five-dimension three-level questionnaire. We applied the Chinese time trade-off method to calculate the health utility values, which were transformed into binary variables (using the median as the cut-off). In addition, multivariable logistic regression analysis was used to examine the factors associated with the quality of life."", ""A total of 637 patients (91 with lung cancer, 152 with breast cancer, 60 with colorectal cancer, 108 with oesophageal cancer, 154 with liver cancer, and 72 with stomach cancer) were included in this study; the medians of the health utility values were 0.780, 0.800, 0.800, 0.860, 0.800, and 0.870, respectively. The most common concerns for patients of all six cancer types were pain/discomfort and anxiety/depression. The reported health status of patients was associated with various demographic and clinical variables."", ""This study highlighted that pain relief and psychological support are important aspects of patient management for those with these types of cancer. Individuals with factors associated with a poorer quality of life should be targets for additional support.",Cancer
32749684,"Family history (FH) remains one of the strongest risk factors for many common cancers and is used to determine cancer genetic counseling (CGC) eligibility, but the understanding of familial cancer patterns in African Americans is limited."", ""This study evaluated cancer FH among African Americans with invasive breast cancer, prostate cancer, lung cancer, or colorectal cancer (CRC) in the Detroit Research on Cancer Survivors (ROCS) cohort. Associations between participant cancer type, site-specific FH, and meeting national guidelines for CGC were evaluated via logistic regression. Cancer FH patterns were evaluating via hierarchical clustering."", ""Among 1500 ROCS participants, 71% reported at least 1 first-degree relative or grandparent with cancer. FHs of breast cancer, CRC, lung cancer, and prostate cancer were most common among participants with the same diagnosis (odds ratio [OR] for breast cancer, 1.14; P\u00a0<\u00a0.001; OR for CRC, 1.08; P\u00a0=\u00a0.003; OR for lung cancer, 1.09; P\u00a0=\u00a0.008; OR for prostate cancer, 1.14; P\u00a0<\u00a0.001). Nearly half of the participants (47%) met national CGC guidelines, and 24.4% of these participants met CGC criteria on the basis of their cancer FH alone. FH was particularly important in determining CGC eligibility for participants with prostate cancer versus breast cancer (OR for FH vs personal history alone, 2.91; 95% confidence interval, 1.94-4.35; P\u00a0<\u00a0.001). In clustering analyses, breast and prostate cancer FH-defined clusters were common across all participants. Clustering of CRC and breast cancer FHs was also observed."", ""ROCS participants reported high rates of cancer FH. The high rate of eligibility for CGC among ROCS participants supports the need for interventions to increase referrals and uptake of CGC among African Americans.",Cancer
30485855,"Previous studies have shown that rebamipide is potentially protective against gastric cancer; however, no epidemiologic studies of its chemopreventive effects in patients who have a high risk of gastric cancer have been performed. The aim of this study was to investigate whether rebamipide administration reduces the risk of gastric cancer."", ""We conducted a population-based cohort study using data retrospectively collected from the Health Insurance Review and Assessment Service database in Korea. Patients who underwent endoscopic submucosal dissection (ESD) for early gastric neoplasms between 2011 and 2014 were included."", ""During 73,416 person-years of follow-up, 711 patients were newly diagnosed with gastric cancer, including 377 low-dose (below median) and 334 high-dose (above median) rebamipide users (37,157.4 and 36,258.3 per 100,000 person-years, respectively; log-rank test, p = 0.052). There were significant differences in gastric cancer incidence rates according to age, sex, and initial diagnosis at the time of index ESD. After adjusting for these clinical factors, high-dose use was associated with a reduced risk of gastric cancer (hazard ratio 0.858; 95% CI 0.739-0.995, p = 0.043)."", ""High-dose rebamipide is associated with reduced gastric cancer risk in high-risk populations who undergo endoscopic resection for early gastric neoplasms.",Cancer
32786044,"Mucositis is a significant toxicity of cancer therapy with numerous systemic sequelae. The goal of this systematic review was to update the Multinational Association of Supportive Care in Cancer and International Society of Oral Oncology (MASCC/ISOO) Clinical Practice Guidelines for the management of mucositis."", ""The literature was reviewed systematically to identify interventions for mucositis. Studies were rated according to the presence of major and minor flaws according to previously published criteria. The body of evidence for each intervention and in each treatment setting was assigned a level of evidence based on previously published criteria. Guidelines were developed based on the level of evidence, with 3 possible guideline determinations: recommendation, suggestion, or no guideline possible."", ""The guideline covers evidence from 1197 publications related to oral or gastrointestinal mucositis. Thirteen new guidelines were developed for or against the use of various interventions in specific treatment settings, and 11 previous guidelines were confirmed after aa review of new evidence. Thirteen previously established guidelines were carried over because there was no new evidence for these interventions."", ""The updated MASCC/ISOO Clinical Practice Guidelines for mucositis provide professional health caregivers with a clinical setting-specific, evidence-based tool to help with the management of mucositis in patients who have cancer.",Cancer
29579335,"Recent cancer survival trends among American Indian and Alaska Native (AN) people are not well understood; survival has not been reported among AN people since 2001."", ""This study examined cause-specific survival among AN cancer patients for lung, colorectal, female breast, prostate, and kidney cancers. It evaluated whether survival differed between cancers diagnosed in 1992-2002 (the earlier period) and cancers diagnosed in 2003-2013 (the later period) and by the age at diagnosis (<65 vs \u226565 years), stage at diagnosis (local or regional/distant/unknown), and sex. Kaplan-Meier and Cox proportional hazards models were used to estimate univariate and multivariate-adjusted cause-specific survival for each cancer."", ""An improvement was observed in 5-year survival over time from lung cancer (hazard ratio [HR] for the later period vs the earlier period, 0.83; 95% confidence interval [CI], 0.72-0.97), and a marginally nonsignificant improvement was observed for colorectal cancer (HR, 0.81; 95% CI, 0.66-1.01). Site-specific differences in survival were observed by age and stage at diagnosis."", ""This study presents the first data on cancer survival among AN people in almost 2 decades. During this time, AN people have experienced improvements in survival from lung and colorectal cancers. The reasons for these improvements may include increased access to care (including screening) as well as improvements in treatment. Improving cancer survival should be a priority for reducing the burden of cancer among AN people and eliminating cancer disparities. Cancer 2018;124:2570-7. \u00a9 2018 American Cancer Society.",Cancer
32497271,"Clinical practice guidelines (CPGs) are evidence-based guidelines that serve as a standard of care in oncology practice, reimbursements, and quality improvement initiatives. To our knowledge, the extent of financial conflicts of interest (FCOIs) in National Comprehensive Cancer Network (NCCN) guidelines have not been systemically evaluated. The current study evaluated the extent of FCOIs in the NCCN CPGs for the most common malignancies in the United States."", ""The authors examined the latest 2019 versions of the NCCN CPGs for the 10 most common cancers by incidence in the United States. Using disclosure lists, they catalogued the FCOIs for the panelists under various categories outlined in the CPG. The authors also tabulated the companies and institutions involved in each panel disclosure. An \""episode\"" describes 1 instance of participation of a panelist in 1 company in 1 category of each guideline. \""Affiliation\"" describes an industrial, commercial, or institutional affiliation reported by a panelist in each episode."", ""Of the 491 panelists on the CPG panel, 483 (98.3%) completed FCOI disclosures. A total of 224 (46.4%) reported at least 1 FCOI episode. A total of 1103 episodes were disclosed with an average of 4.9 episodes reported per panelist with FCOIs. Acting as part of scientific advisory boards, as a consultant, or as an expert witness was the most common FCOI category (19.9%). A total of 191 companies were associated with 1103 episodes of FCOI. The top companies were Bristol-Myers Squibb, Merck, Genentech, and AstraZeneca. Among cancers, the prevalence of FCOIs was highest for lung cancer (56%), bladder cancer (52%), pancreatic cancer (52%), non-Hodgkin lymphoma (50%), kidney cancer (49%), colorectal cancer (43%), breast cancer (42%), melanoma (40%), prostate cancer (38%), and uterine cancer (32%). Among the panelists with FCOIs, 26%, 17%, and 57%, respectively, reported 1, 2, and >3 episodes. There were 127 episodes noted among the CPG chairs and/or vice chairs who reported FCOIs (mean, 6.4 episodes). The chairs and/or vice chairs of CPGs for uterine cancer, pancreatic cancer, melanoma, and prostate cancer were not found to have any FCOIs."", ""FCOIs are very prevalent among NCCN CPG panelists. In nearly one-half of the CPGs, the majority of the panelists had at least 1 FCOI. Greater than one-half of the CPG chairs and/or vice chairs reported multiple FCOIs. Further research studies are necessary to determine the impact of these FCOIs.",Cancer
31637709,"We estimated mortality figures for 2019 in seven Latin American countries, with focus on breast cancer. We retrieved cancer death certification and population data from the WHO and PAHO databases. We obtained mortality statistics for Argentina, Brazil, Chile, Colombia, Cuba, Mexico and Venezuela for 1970-2015. We predicted current death numbers and age-standardised (world population) mortality rates using joinpoint regression models. Total cancer mortality is predicted to decline in all countries and both sexes, except Argentinian women. Cuba had the highest all cancer rates for 2019, 136.9/100,000 men and 90.4 women, while Mexico showed the lowest ones, 63.8/100,000 men and 61.9 women. Stomach cancer showed favourable trends over the whole period, while colorectal cancer only recently. Lung cancer rates declined in men, while in women they decreased slightly over the most recent years, only. In Cuban women, lung cancer rates overtook breast cancer ones. Breast cancer showed overall favourable trends, but rates are rising in young women. Prostate and uterine cancer had favourable trends. Pancreas, ovary, bladder and leukaemias showed slightly decreasing trends. Between 1990 and 2019, mortality from all neoplasms is predicted to fall by about 18% in Argentina, 26% in Chile, 14% in Colombia, 17% in Mexico and 13% in Venezuela, corresponding to almost 0.5 million avoided cancer deaths. No decline was observed in Brazil and Cuba. Of concern, the persisting high rates of (cervix) uterus cancer, the high lung cancer rates in Cuba, the possible increases in breast cancer in young women, and the lack of overall declines in Brazil, Cuba and Venezuelan men.",Cancer
